1.423097324371337891e+01,5.227146911621093750e+01
1.460740566253662109e+01,5.175630569458007812e+01
1.379949665069580078e+01,5.159320831298828125e+01
1.447597599029541016e+01,5.190134429931640625e+01
1.298899841308593750e+01,5.119238662719726562e+01
1.572274208068847656e+01,5.247849655151367188e+01
1.342016983032226562e+01,5.064619827270507812e+01
1.792369461059570312e+01,5.246985626220703125e+01
1.411102104187011719e+01,5.226100921630859375e+01
1.604419898986816406e+01,5.245813369750976562e+01
1.649247360229492188e+01,5.247380828857421875e+01
1.359413719177246094e+01,5.023160934448242188e+01
1.413949203491210938e+01,5.235497665405273438e+01
1.549328041076660156e+01,5.259019088745117188e+01
1.395886802673339844e+01,5.179069519042968750e+01
1.301925849914550781e+01,5.072829818725585938e+01
1.334372711181640625e+01,5.135394668579101562e+01
1.303768730163574219e+01,5.072854995727539062e+01
2.037199020385742188e+01,5.299899291992187500e+01
1.341531085968017578e+01,5.061048889160156250e+01
1.862022590637207031e+01,5.272042465209960938e+01
1.556616401672363281e+01,5.238241195678710938e+01
1.442096233367919922e+01,5.172051239013671875e+01
1.737550544738769531e+01,5.264366149902343750e+01
3.036602592468261719e+01,4.547660827636718750e+01
3.711349105834960938e+01,4.238110351562500000e+01
3.409845352172851562e+01,4.313758468627929688e+01
3.256243133544921875e+01,4.390945053100585938e+01
3.073811721801757812e+01,4.514680862426757812e+01
2.804528045654296875e+01,4.748369598388671875e+01
2.918016815185546875e+01,4.646084976196289062e+01
2.639643287658691406e+01,4.934112930297851562e+01
2.555686759948730469e+01,5.036047744750976562e+01
1.972563934326171875e+01,5.280225372314453125e+01
2.391110610961914062e+01,5.491106414794921875e+01
2.328144836425781250e+01,5.388945007324218750e+01
2.596394729614257812e+01,5.848307800292968750e+01
2.532031822204589844e+01,5.761686706542968750e+01
2.393934059143066406e+01,5.548484802246093750e+01
2.699443054199218750e+01,6.223156356811523438e+01
2.581951141357421875e+01,5.899254226684570312e+01
2.763822555541992188e+01,6.240991592407226562e+01
2.712291717529296875e+01,6.129231643676757812e+01
2.799128723144531250e+01,6.260129928588867188e+01
2.761237144470214844e+01,6.239822769165039062e+01
2.714852523803710938e+01,6.234589767456054688e+01
2.667259407043457031e+01,6.253237533569335938e+01
2.453754615783691406e+01,5.571300888061523438e+01
2.692418098449707031e+01,6.060854721069335938e+01
2.671056556701660156e+01,6.074868774414062500e+01
2.462570953369140625e+01,5.752531814575195312e+01
2.374216270446777344e+01,5.259140396118164062e+01
2.447704315185546875e+01,5.181039047241210938e+01
2.311676216125488281e+01,5.345075607299804688e+01
2.848046875000000000e+01,4.708121109008789062e+01
2.689217948913574219e+01,4.873307418823242188e+01
3.826715850830078125e+01,4.247523880004882812e+01
3.629015350341796875e+01,4.255610275268554688e+01
3.762984466552734375e+01,4.244910812377929688e+01
3.729077911376953125e+01,4.251631927490234375e+01
3.388164138793945312e+01,4.320380401611328125e+01
3.693216323852539062e+01,4.254026794433593750e+01
4.231687164306640625e+01,4.294386672973632812e+01
3.428791809082031250e+01,4.306387329101562500e+01
3.515860748291015625e+01,4.280797958374023438e+01
3.672365951538085938e+01,4.245653533935546875e+01
3.893737411499023438e+01,4.253688049316406250e+01
4.075731658935546875e+01,4.277228164672851562e+01
2.618375587463378906e+01,5.915806961059570312e+01
2.481681442260742188e+01,5.688565444946289062e+01
2.723463821411132812e+01,6.136847686767578125e+01
2.773525619506835938e+01,6.227679443359375000e+01
2.603217887878417969e+01,5.939257431030273438e+01
5.401492309570312500e+01,4.996052169799804688e+01
5.404021453857421875e+01,5.073174667358398438e+01
5.430840301513671875e+01,4.936299514770507812e+01
5.412888336181640625e+01,4.913797760009765625e+01
5.430770111083984375e+01,5.190710067749023438e+01
5.404953384399414062e+01,4.701235198974609375e+01
5.387342453002929688e+01,5.211726760864257812e+01
5.292025756835937500e+01,4.527391052246093750e+01
5.418896484375000000e+01,4.581866073608398438e+01
4.822848129272460938e+01,4.414909362792968750e+01
5.401697921752929688e+01,4.899601745605468750e+01
4.290855026245117188e+01,4.304642868041992188e+01
4.692108535766601562e+01,4.399822235107421875e+01
5.752708435058593750e+01,4.330978393554687500e+01
5.803379821777343750e+01,4.323174667358398438e+01
6.249220657348632812e+01,4.114324569702148438e+01
6.130245208740234375e+01,4.151505661010742188e+01
7.238804626464843750e+01,4.151544570922851562e+01
6.446431732177734375e+01,4.072064971923828125e+01
6.526139068603515625e+01,4.062223815917968750e+01
7.030880737304687500e+01,4.091511154174804688e+01
6.583802795410156250e+01,4.046223449707031250e+01
6.320926284790039062e+01,4.104208374023437500e+01
6.793547058105468750e+01,4.081272125244140625e+01
6.106658554077148438e+01,4.166188812255859375e+01
6.428047943115234375e+01,4.071995162963867188e+01
6.398641967773437500e+01,4.083106613159179688e+01
6.257575988769531250e+01,4.113650894165039062e+01
6.024897384643554688e+01,4.200204086303710938e+01
5.881589889526367188e+01,4.271276473999023438e+01
5.192423629760742188e+01,4.492715454101562500e+01
5.991494369506835938e+01,4.216572189331054688e+01
5.384573745727539062e+01,5.245871353149414062e+01
5.048662948608398438e+01,4.464530563354492188e+01
4.954310607910156250e+01,4.433953094482421875e+01
5.707308578491210938e+01,4.382829284667968750e+01
5.830323791503906250e+01,4.298435592651367188e+01
5.422008132934570312e+01,4.602944183349609375e+01
5.362517547607421875e+01,5.102617263793945312e+01
5.401120758056640625e+01,5.089604949951171875e+01
5.400244140625000000e+01,4.659047698974609375e+01
5.095331192016601562e+01,4.485093307495117188e+01
5.410078811645507812e+01,4.968565750122070312e+01
5.394258117675781250e+01,5.010857009887695312e+01
5.397298431396484375e+01,5.043468475341796875e+01
5.384128952026367188e+01,5.075003433227539062e+01
2.684869194030761719e+01,6.101136398315429688e+01
7.502009582519531250e+01,4.219892883300781250e+01
7.358402252197265625e+01,4.180749130249023438e+01
7.822058868408203125e+01,4.294187164306640625e+01
7.609311676025390625e+01,4.245125579833984375e+01
8.552545928955078125e+01,5.048891830444335938e+01
8.529932403564453125e+01,5.687195968627929688e+01
8.498406219482421875e+01,5.117326736450195312e+01
8.524371337890625000e+01,5.356486511230468750e+01
8.530606079101562500e+01,5.421366882324218750e+01
8.513284301757812500e+01,5.608188629150390625e+01
