8.280641555786132812e+00,3.581594848632812500e+01
7.656725406646728516e+00,3.416387557983398438e+01
8.521885871887207031e+00,4.189802169799804688e+01
7.726525783538818359e+00,4.221720504760742188e+01
8.415035247802734375e+00,4.387793350219726562e+01
9.109248161315917969e+00,5.340199661254882812e+01
8.750920295715332031e+00,5.323397064208984375e+01
1.088613605499267578e+01,5.105609893798828125e+01
7.760305404663085938e+00,5.872339248657226562e+01
7.662994384765625000e+00,6.645552825927734375e+01
6.441787242889404297e+00,6.848265075683593750e+01
8.142116546630859375e+00,6.645373535156250000e+01
8.332752227783203125e+00,6.615682983398437500e+01
9.353251457214355469e+00,6.346230697631835938e+01
9.444183349609375000e+00,6.100800323486328125e+01
9.324274063110351562e+00,6.241090393066406250e+01
7.533624649047851562e+00,5.730659866333007812e+01
8.209932327270507812e+00,5.506612396240234375e+01
1.420868587493896484e+01,5.357336425781250000e+01
8.314129829406738281e+00,4.445206832885742188e+01
1.019748115539550781e+01,5.028236770629882812e+01
8.035552024841308594e+00,3.647074508666992188e+01
8.501789093017578125e+00,3.861886978149414062e+01
7.055583477020263672e+00,3.638473510742187500e+01
3.000450897216796875e+01,3.224076080322265625e+01
3.256006622314453125e+01,3.364439392089843750e+01
3.090810203552246094e+01,3.314107131958007812e+01
2.701871490478515625e+01,3.591006088256835938e+01
2.585389900207519531e+01,3.654471969604492188e+01
2.414682197570800781e+01,3.838816452026367188e+01
2.392509651184082031e+01,3.924917984008789062e+01
2.350829887390136719e+01,4.580541992187500000e+01
2.371221351623535156e+01,4.485002136230468750e+01
2.139167404174804688e+01,5.236610794067382812e+01
2.247590637207031250e+01,5.433871078491210938e+01
2.284444427490234375e+01,5.364045715332031250e+01
2.566525077819824219e+01,6.224505615234375000e+01
2.433582305908203125e+01,6.344368362426757812e+01
2.403781509399414062e+01,6.331923675537109375e+01
2.945152854919433594e+01,6.775883483886718750e+01
2.681943702697753906e+01,6.424813842773437500e+01
3.034985733032226562e+01,6.879148101806640625e+01
3.200856399536132812e+01,6.886918640136718750e+01
3.476084899902343750e+01,6.901384735107421875e+01
3.570013046264648438e+01,6.985527801513671875e+01
2.776071739196777344e+01,6.735604095458984375e+01
2.813704109191894531e+01,6.582368469238281250e+01
2.311570167541503906e+01,6.151565551757812500e+01
2.570225524902343750e+01,6.290497970581054688e+01
2.307792663574218750e+01,6.002220153808593750e+01
2.278155899047851562e+01,5.981465148925781250e+01
2.214555358886718750e+01,4.927891540527343750e+01
2.237209892272949219e+01,4.791115951538085938e+01
2.183320426940917969e+01,5.060166168212890625e+01
2.387227821350097656e+01,4.062788391113281250e+01
2.218870735168457031e+01,4.318694305419921875e+01
3.300030899047851562e+01,3.700516510009765625e+01
3.155982971191406250e+01,3.717008209228515625e+01
3.052963066101074219e+01,3.856695556640625000e+01
3.267146301269531250e+01,3.607541656494140625e+01
3.245515441894531250e+01,3.310893249511718750e+01
3.513659286499023438e+01,3.507886123657226562e+01
